GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	P00420	COX3	part_of	GO:0045277	respiratory chain complex IV	ECO:0000314	IDA	PMID:1331058		559292	SGD		C
UniProtKB	P00424	COX5A	part_of	GO:0045277	respiratory chain complex IV	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0032833|MGI:MGI:88473|PANTHER:PTN000076140|PomBase:SPCC338.10c|SGD:S000001373|SGD:S000004997|UniProtKB:P00423|UniProtKB:P13073	559292	GO_Central		C
UniProtKB	P00424	COX5A	part_of	GO:0045277	respiratory chain complex IV	ECO:0000314	IDA	PMID:1331058		559292	SGD		C
UniProtKB	P00425	COX5B	part_of	GO:0045277	respiratory chain complex IV	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0032833|MGI:MGI:88473|PANTHER:PTN000076140|PomBase:SPCC338.10c|SGD:S000001373|SGD:S000004997|UniProtKB:P00423|UniProtKB:P13073	559292	GO_Central		C
UniProtKB	P00425	COX5B	part_of	GO:0045277	respiratory chain complex IV	ECO:0000314	IDA	PMID:2986105		559292	SGD		C
UniProtKB	P00427	COX6	part_of	GO:0045277	respiratory chain complex IV	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0019624|MGI:MGI:88474|PANTHER:PTN000367750|PomBase:SPAC1B2.04|SGD:S000001093|UniProtKB:P00426|UniProtKB:P20674	559292	GO_Central		C
UniProtKB	P00427	COX6	part_of	GO:0045277	respiratory chain complex IV	ECO:0000314	IDA	PMID:1331058		559292	SGD		C
UniProtKB	P00445	SOD1	part_of	GO:1902693	superoxide dismutase complex	ECO:0000353	IPI	PMID:10026301		559292	ComplexPortal		C
UniProtKB	P00445	SOD1	part_of	GO:1902693	superoxide dismutase complex	ECO:0000353	IPI	PMID:11524675		559292	ComplexPortal		C
UniProtKB	P00546	CDC28	part_of	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:104772|MGI:MGI:1277162|MGI:MGI:88357|PANTHER:PTN000623979|PomBase:SPBC11B10.09|SGD:S000000364|TAIR:locus:2011761|UniProtKB:P11802|UniProtKB:P24941|UniProtKB:Q00526|UniProtKB:Q00534	559292	GO_Central		C
UniProtKB	P00546	CDC28	part_of	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	ECO:0005546	ISS	GO_REF:0000114	ComplexPortal:CPX-1702	559292	ComplexPortal		C
UniProtKB	P00546	CDC28	part_of	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	ECO:0000353	IPI	PMID:10688190		559292	ComplexPortal		C
UniProtKB	P00546	CDC28	part_of	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	ECO:0000353	IPI	PMID:10913169		559292	ComplexPortal		C
UniProtKB	P00546	CDC28	part_of	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	ECO:0000314	IDA	PMID:1849458		559292	SGD		C
UniProtKB	P00546	CDC28	part_of	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	ECO:0000314	IDA	PMID:2142620		559292	SGD		C
UniProtKB	P00546	CDC28	part_of	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	ECO:0000353	IPI	PMID:8319908		559292	ComplexPortal		C
UniProtKB	P00812	CAR1	part_of	GO:1903269	ornithine carbamoyltransferase inhibitor complex	ECO:0000353	IPI	PMID:12679340		559292	ComplexPortal		C
UniProtKB	P00830	ATP2	part_of	GO:0045259	proton-transporting ATP synthase complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN008558586|PomBase:SPAC222.12c|RGD:621368|SGD:S000003882|TAIR:locus:504956338|TAIR:locus:505006590|UniProtKB:P00829|UniProtKB:P06576|UniProtKB:P0ABB4|UniProtKB:P26527|UniProtKB:Q57XX1	559292	GO_Central		C
UniProtKB	P00830	ATP2	part_of	GO:0045259	proton-transporting ATP synthase complex	ECO:0000314	IDA	PMID:15294286		559292	SGD		C
UniProtKB	P00830	ATP2	part_of	GO:0045259	proton-transporting ATP synthase complex	ECO:0000314	IDA	PMID:17082766		559292	SGD		C
UniProtKB	P00830	ATP2	part_of	GO:0045259	proton-transporting ATP synthase complex	ECO:0005547	NAS	PMID:20691145		559292	ComplexPortal		C
UniProtKB	P00830	ATP2	part_of	GO:0045259	proton-transporting ATP synthase complex	ECO:0000315	IMP	PMID:6225776		559292	SGD		C
UniProtKB	P00854	ATP6	part_of	GO:0045259	proton-transporting ATP synthase complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000151034|SGD:S000007268|UniProtKB:P00846|UniProtKB:P00847	559292	GO_Central		C
UniProtKB	P00854	ATP6	part_of	GO:0045259	proton-transporting ATP synthase complex	ECO:0000314	IDA	PMID:18722382		559292	SGD		C
UniProtKB	P00854	ATP6	part_of	GO:0045259	proton-transporting ATP synthase complex	ECO:0005547	NAS	PMID:20691145		559292	ComplexPortal		C
UniProtKB	P00856	ATP8	part_of	GO:0045259	proton-transporting ATP synthase complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002188719|SGD:S000007267|UniProtKB:P0CY41	559292	GO_Central		C
UniProtKB	P00856	ATP8	part_of	GO:0045259	proton-transporting ATP synthase complex	ECO:0005547	NAS	PMID:20691145		559292	ComplexPortal		C
UniProtKB	P00856	ATP8	part_of	GO:0045259	proton-transporting ATP synthase complex	ECO:0000315	IMP	PMID:8662204		559292	SGD		C
UniProtKB	P00899	TRP2	part_of	GO:0005950	anthranilate synthase complex	ECO:0000353	IPI	PMID:3881257		559292	ComplexPortal		C
UniProtKB	P00899	TRP2	part_of	GO:0005950	anthranilate synthase complex	ECO:0000353	IPI	PMID:3881257	SGD:S000001694	559292	SGD		C
UniProtKB	P00924	ENO1	part_of	GO:0000015	phosphopyruvate hydratase complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000224401|RGD:2553|RGD:2554|SGD:S000001217|SGD:S000003486|UniProtKB:P06733|UniProtKB:P0A6P9	559292	GO_Central		C
UniProtKB	P00924	ENO1	part_of	GO:0000015	phosphopyruvate hydratase complex	ECO:0000314	IDA	PMID:6282834		559292	SGD		C
UniProtKB	P00925	ENO2	part_of	GO:0000015	phosphopyruvate hydratase complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000224401|RGD:2553|RGD:2554|SGD:S000001217|SGD:S000003486|UniProtKB:P06733|UniProtKB:P0A6P9	559292	GO_Central		C
UniProtKB	P00925	ENO2	part_of	GO:0000015	phosphopyruvate hydratase complex	ECO:0000314	IDA	PMID:6282834		559292	SGD		C
UniProtKB	P00937	TRP3	part_of	GO:0005950	anthranilate synthase complex	ECO:0000353	IPI	PMID:3881257		559292	ComplexPortal		C
UniProtKB	P00937	TRP3	part_of	GO:0005950	anthranilate synthase complex	ECO:0000353	IPI	PMID:3881257	SGD:S000000892	559292	SGD		C
UniProtKB	P00958	MES1	part_of	GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0034401|MGI:MGI:1345633|PANTHER:PTN000748695|RGD:1305321|UniProtKB:P56192	559292	GO_Central		C
UniProtKB	P00958	MES1	part_of	GO:0017102	methionyl glutamyl tRNA synthetase complex	ECO:0000314	IDA	PMID:11069915		559292	SGD		C
UniProtKB	P00958	MES1	part_of	GO:0017102	methionyl glutamyl tRNA synthetase complex	ECO:0000353	IPI	PMID:23161686		559292	ComplexPortal		C
UniProtKB	P01094	PAI3	part_of	GO:0032991	protein-containing complex	ECO:0000314	IDA	PMID:15065849		559292	CAFA		C
UniProtKB	P02293	HTB1	part_of	GO:0000786	nucleosome	ECO:0005546	ISS	GO_REF:0000114	ComplexPortal:CPX-2566	559292	ComplexPortal		C
UniProtKB	P02293	HTB1	part_of	GO:0000786	nucleosome	ECO:0000314	IDA	PMID:9256430		559292	SGD		C
UniProtKB	P02294	HTB2	part_of	GO:0000786	nucleosome	ECO:0005546	ISS	GO_REF:0000114	ComplexPortal:CPX-2566	559292	ComplexPortal		C
UniProtKB	P02294	HTB2	part_of	GO:0000786	nucleosome	ECO:0000353	IPI	PMID:11566884		559292	ComplexPortal		C
UniProtKB	P02294	HTB2	part_of	GO:0000786	nucleosome	ECO:0000304	TAS	PMID:2275823		559292	SGD		C
UniProtKB	P02309	HHF1	part_of	GO:0000500	RNA polymerase I upstream activating factor complex	ECO:0000353	IPI	PMID:11500378		559292	ComplexPortal		C
UniProtKB	P02309	HHF1	part_of	GO:0000786	nucleosome	ECO:0005546	ISS	GO_REF:0000114	ComplexPortal:CPX-2566	559292	ComplexPortal		C
UniProtKB	P02309	HHF1	part_of	GO:0000786	nucleosome	ECO:0000353	IPI	PMID:11566884		559292	ComplexPortal		C
UniProtKB	P02309	HHF1	part_of	GO:0000786	nucleosome	ECO:0000304	TAS	PMID:2275823		559292	SGD		C
UniProtKB	P02309	HHF1	part_of	GO:0000786	nucleosome	ECO:0000304	TAS	PMID:2275823		559292	SGD		C
UniProtKB	P02381	VAR1	part_of	GO:0005763	mitochondrial small ribosomal subunit	ECO:0000314	IDA	PMID:11278769		559292	SGD		C
UniProtKB	P02381	VAR1	part_of	GO:0005763	mitochondrial small ribosomal subunit	ECO:0005547	NAS	PMID:25609543		559292	ComplexPortal		C
UniProtKB	P02381	VAR1	part_of	GO:0005763	mitochondrial small ribosomal subunit	ECO:0000314	IDA	PMID:384172		559292	SGD		C
UniProtKB	P02400	RPP2B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:22096102		559292	SGD		C
UniProtKB	P02406	RPL28	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1347076|PANTHER:PTN000197373|PomBase:SPBC776.11|RGD:1309771|SGD:S000003071|UniProtKB:P46776	559292	GO_Central		C
UniProtKB	P02406	RPL28	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000353	IPI	PMID:10404161		559292	ComplexPortal		C
UniProtKB	P02406	RPL28	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:22096102		559292	SGD		C
UniProtKB	P02407	RPS17A	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1309526|PANTHER:PTN000077143|PomBase:SPBC839.05c|RGD:62027|UniProtKB:P08708|UniProtKB:Q6QAP7	559292	GO_Central		C
UniProtKB	P02407	RPS17A	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000303	NAS	PMID:9559554		559292	SGD		C
UniProtKB	P02557	TUB2	part_of	GO:0045298	tubulin complex	ECO:0005546	ISS	GO_REF:0000114	ComplexPortal:CPX-1424	559292	ComplexPortal		C
UniProtKB	P02557	TUB2	part_of	GO:0045298	tubulin complex	ECO:0000353	IPI	PMID:28652389		559292	ComplexPortal		C
UniProtKB	P02557	TUB2	part_of	GO:0045298	tubulin complex	ECO:0000314	IDA	PMID:9488492		559292	SGD		C
UniProtKB	P02557	TUB2	part_of	GO:0045298	tubulin complex	ECO:0000353	IPI	PMID:9488492	SGD:S000004550	559292	SGD		C
UniProtKB	P02829	HSP82	part_of	GO:0032991	protein-containing complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0001233|MGI:MGI:96247|MGI:MGI:96250|PANTHER:PTN000163629|RGD:1303075|RGD:631409|UniProtKB:P07900|UniProtKB:P08238|UniProtKB:P11501|WB:WBGene00000915	559292	GO_Central		C
UniProtKB	P02994	TEF1	part_of	GO:0005853	eukaryotic translation elongation factor 1 complex	ECO:0005547	NAS	PMID:3528160		559292	ComplexPortal		C
UniProtKB	P03069	GCN4	part_of	GO:0005667	transcription regulator complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0001291|MGI:MGI:96646|PANTHER:PTN000894784|UniProtKB:P05412|UniProtKB:P17275|UniProtKB:P17535|ZFIN:ZDB-GENE-030131-7859	559292	GO_Central		C
UniProtKB	P03069	GCN4	part_of	GO:0090575	RNA polymerase II transcription regulator complex	ECO:0000305	IC	PMID:3678204	GO:0005515	559292	UniProt		C
UniProtKB	P03877	AI3	part_of	GO:0045277	respiratory chain complex IV	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0013674|MGI:MGI:102504|PANTHER:PTN000046096|PomBase:SPMIT.01|SGD:S000007260|UniProtKB:P00395|UniProtKB:P00396	559292	GO_Central		C
UniProtKB	P03878	AI4	part_of	GO:0045277	respiratory chain complex IV	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0013674|MGI:MGI:102504|PANTHER:PTN000046096|PomBase:SPMIT.01|SGD:S000007260|UniProtKB:P00395|UniProtKB:P00396	559292	GO_Central		C
UniProtKB	P03965	CPA2	part_of	GO:0005951	carbamoyl-phosphate synthase complex	ECO:0000314	IDA	PMID:206535		559292	SGD		C
UniProtKB	P03965	CPA2	part_of	GO:0005951	carbamoyl-phosphate synthase complex	ECO:0000353	IPI	PMID:206535		559292	ComplexPortal		C
UniProtKB	P04037	COX4	part_of	GO:0045277	respiratory chain complex IV	ECO:0000314	IDA	PMID:1331058		559292	SGD		C
UniProtKB	P04039	COX8	part_of	GO:0045277	respiratory chain complex IV	ECO:0000314	IDA	PMID:1331058		559292	SGD		C
UniProtKB	P04050	RPO21	part_of	GO:0005665	RNA polymerase II, core complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0003277|PANTHER:PTN000453465|PomBase:SPBC28F2.12|SGD:S000002299|TAIR:locus:2125319|UniProtKB:G3MZY8|UniProtKB:P24928	559292	GO_Central		C
UniProtKB	P04050	RPO21	part_of	GO:0005665	RNA polymerase II, core complex	ECO:0000353	IPI	PMID:12746495		559292	ComplexPortal		C
UniProtKB	P04050	RPO21	part_of	GO:0005665	RNA polymerase II, core complex	ECO:0000314	IDA	PMID:1331084		559292	SGD		C
UniProtKB	P04050	RPO21	part_of	GO:0005665	RNA polymerase II, core complex	ECO:0000314	IDA	PMID:2183013		559292	SGD		C
UniProtKB	P04050	RPO21	part_of	GO:0005665	RNA polymerase II, core complex	ECO:0000314	IDA	PMID:2186966		559292	SGD		C
UniProtKB	P04051	RPO31	part_of	GO:0005666	RNA polymerase III complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000453625|SGD:S000005642|UniProtKB:O14802	559292	GO_Central		C
UniProtKB	P04051	RPO31	part_of	GO:0005666	RNA polymerase III complex	ECO:0000314	IDA	PMID:10611227		559292	SGD		C
UniProtKB	P04051	RPO31	part_of	GO:0005666	RNA polymerase III complex	ECO:0000353	IPI	PMID:26605533		559292	ComplexPortal		C
UniProtKB	P04051	RPO31	part_of	GO:0005666	RNA polymerase III complex	ECO:0000314	IDA	PMID:3905793		559292	SGD		C
UniProtKB	P04147	PAB1	part_of	GO:1990904	ribonucleoprotein complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0265297|PANTHER:PTN002768817|PomBase:SPAC57A7.04c|SGD:S000004881|UniProtKB:P11940|UniProtKB:Q13310	559292	GO_Central		C
UniProtKB	P04385	GAL1	part_of	GO:0005667	transcription regulator complex	ECO:0000353	IPI	PMID:11964151		559292	ComplexPortal		C
UniProtKB	P04386	GAL4	part_of	GO:0017053	transcription repressor complex	ECO:0005547	NAS	PMID:20979343		559292	ComplexPortal		C
UniProtKB	P04387	GAL80	part_of	GO:0005667	transcription regulator complex	ECO:0000353	IPI	PMID:11964151		559292	ComplexPortal		C
UniProtKB	P04387	GAL80	part_of	GO:0005667	transcription regulator complex	ECO:0005547	NAS	PMID:18952899		559292	ComplexPortal		C
UniProtKB	P04387	GAL80	part_of	GO:0017053	transcription repressor complex	ECO:0005547	NAS	PMID:20979343		559292	ComplexPortal		C
UniProtKB	P04449	RPL24A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1915443|PANTHER:PTN000082479|PomBase:SPCC330.14c|RGD:621191|SGD:S000002999|SGD:S000003380|UniProtKB:P83731	559292	GO_Central		C
UniProtKB	P04449	RPL24A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P04456	RPL25	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:3040672|PANTHER:PTN000178698|PomBase:SPBC106.18|RGD:1304897|SGD:S000005487|UniProtKB:P0ADZ0|UniProtKB:P62750|UniProtKB:Q8IE82	559292	GO_Central		C
UniProtKB	P04456	RPL25	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P04456	RPL25	part_of	GO:0030687	preribosome, large subunit precursor	ECO:0000314	IDA	PMID:23268442		559292	SGD		C
UniProtKB	P04650	RPL39	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1914498|MGI:MGI:1915422|PANTHER:PTN000463054|PomBase:SPCC663.04|RGD:3593|SGD:S000003725|UniProtKB:C0H4H3|UniProtKB:P62891	559292	GO_Central		C
UniProtKB	P04650	RPL39	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000353	IPI	PMID:10404161		559292	ComplexPortal		C
UniProtKB	P04650	RPL39	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P04802	DPS1	part_of	GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0002069|MGI:MGI:2442544|PANTHER:PTN000502509|UniProtKB:P14868	559292	GO_Central		C
UniProtKB	P04911	HTA1	part_of	GO:0000786	nucleosome	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0001197|MGI:MGI:1915481|PANTHER:PTN000604564|RGD:621462|UniProtKB:O97320|UniProtKB:P04908|UniProtKB:P0C0S5|UniProtKB:P0C5Y9|UniProtKB:P0C5Z0|UniProtKB:Q71UI9|UniProtKB:Q7L7L0	559292	GO_Central		C
UniProtKB	P04911	HTA1	part_of	GO:0000786	nucleosome	ECO:0005546	ISS	GO_REF:0000114	ComplexPortal:CPX-2566	559292	ComplexPortal		C
UniProtKB	P04911	HTA1	part_of	GO:0000786	nucleosome	ECO:0000353	IPI	PMID:11566884		559292	ComplexPortal		C
UniProtKB	P04911	HTA1	part_of	GO:0000786	nucleosome	ECO:0000304	TAS	PMID:2275823		559292	SGD		C
UniProtKB	P04912	HTA2	part_of	GO:0000786	nucleosome	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0001197|MGI:MGI:1915481|PANTHER:PTN000604564|RGD:621462|UniProtKB:O97320|UniProtKB:P04908|UniProtKB:P0C0S5|UniProtKB:P0C5Y9|UniProtKB:P0C5Z0|UniProtKB:Q71UI9|UniProtKB:Q7L7L0	559292	GO_Central		C
UniProtKB	P04912	HTA2	part_of	GO:0000786	nucleosome	ECO:0005546	ISS	GO_REF:0000114	ComplexPortal:CPX-2566	559292	ComplexPortal		C
UniProtKB	P04912	HTA2	part_of	GO:0000786	nucleosome	ECO:0000304	TAS	PMID:2275823		559292	SGD		C
UniProtKB	P05085	ARG81	part_of	GO:0090575	RNA polymerase II transcription regulator complex	ECO:0005547	NAS	PMID:10632874		559292	ComplexPortal		C
